structure_group_id_v1,deterministic_representative_molecule_id,selection_rule,strict_representative_eligible,role_consistent,geometry_fully_resolved,sidecar_consistent,meaningful_target_disagreement_count
ee094d7a4db71b867bc9cd9d46b381ec7746bd231d8cb3dee4520b06b04dbc0a,D62_A13,"lowest numeric (donor_number, acceptor_number)",False,True,True,True,6
ee1ef2bde4601c6706e6815e428a54ec0a93743ca1c6696c07d27df48f790cc8,D52_A374,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,11
efa2f80cd00c6a8951e947d289510ecdcc9ccb3ccc66c261db259c4069f43575,D160_A23,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,12
efbb841c43bc66e9e01233f454abbe19a140bac144e0ada9510483cb729ab8ba,D144_A13,"lowest numeric (donor_number, acceptor_number)",False,True,True,True,2
f0b12ac62d76609b6831f63f7656f7098c521e9360731063c797dcef8d354321,D169_A182,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,0
f0f92c313781d93a12f0e37c229b630c768fe4e847caabb82ebbc777812619b2,D39_A23,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,5
f1c11cfd3b975547d5bf1e687443861543820619b0ddabfead181f77106b0902,D41_A5,"lowest numeric (donor_number, acceptor_number)",True,True,True,True,0
f1d17514e50f583a2e250dbaa9b2620eb9f6fa59d90a29845299fdfa0a4a5927,D23_A185,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,3
f1f0b7c70861395ce97cd64fa380f9cca190755dcf4cb2b6eba7072523a40332,D41_A340,"lowest numeric (donor_number, acceptor_number)",False,True,True,True,4
f1f54aac5ac297d512661e9d45211a00d7977ec2fc34230a21725007594778f6,D171_A182,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,0
f218c190a07422c08da38b21537b2f192b2f76b8ba59217045dac202b92aba08,D41_A181,"lowest numeric (donor_number, acceptor_number)",False,True,True,True,7
f2a4156128006f00a5e7f32673febeb7a4b8aa9bf339b67998c4dc04bccf709a,D38_A13,"lowest numeric (donor_number, acceptor_number)",False,True,True,True,8
f327baf73c927ea72cbd6fe2c951dd962f2bac2943f412981d2bc72fa7f82c97,D22_A274,"lowest numeric (donor_number, acceptor_number)",False,True,True,True,10
f3a823c65bdf72fd9cb63af287dce013c98f0b85078533d01ddf6fa68a57329b,D154_A23,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,14
f6304587abc888f92038060d78f192f2ee6681bdd86eb456f3e5a62fb6acfb76,D112_A23,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,13
f8291909637b19295d91c3c5f223f84a4ae9cec164f0e3d492d0624160041c0a,D4_A185,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,0
f85de63d3f5458b3bc2cc802458a00855181e0d22d627f02bc84663557b5e2e5,D152_A182,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,15
f87da047af9b5db6cf54be6cc21b3ca62d2e949943307bce4e35793c3b831971,D41_A270,"lowest numeric (donor_number, acceptor_number)",False,True,True,True,8
f9b4aecfc13b1832d912dd4ef6e6d8778dc80092d8b3182a8a903018dba1000e,D118_A185,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,14
fb0faedaa07f3bbb05b3fa745ceeaef9f968420fcbec7baa68a3d4c06c1bf7c6,D41_A362,"lowest numeric (donor_number, acceptor_number)",False,True,True,True,6
fb596ea87dee5d9042cb61f3a9d5192089317246e81b2403492f55103c9c1a3f,D52_A175,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,7
fbab8419d1cbdc5a823b712ee129f22bad1f280745eb888b75ca1ab8213546cb,D61_A185,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,20
fbc4e5052d825a2942b9d8af2551c36e1a39ff6385e551151909a5d8776a0f5a,D82_A182,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,7
fc2e3ee99f330d99e390a59694deaa2430c44a1792fc1f6b59e2a86d3904479e,D85_A23,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,4
fc7dd48175e1130e9f234e4901ede8fb10e0c87e33922e6d6ab167494a269cfa,D12_A274,"lowest numeric (donor_number, acceptor_number)",False,True,True,True,14
fd09b47f052c7ef3774ddff8e1024b016002896d43fc80888c60c793dcdcbdd6,D41_A231,"lowest numeric (donor_number, acceptor_number)",False,True,True,True,11
fd352523519b215c0fbf5a1392edaff33d8b16dc7675e425f268bc8f7a57046c,D7_A182,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,13
fd4dbe1a81de2fd25fe21521955c1ca24db9b6f46a2f6cbb82033705efd4d1f6,D32_A182,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,3
fe24fd86496b14965c44b8a99b4042dcf94f4dbb40f72841f4aaf0808baa170b,D52_A170,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,20
fee7307e67ccd953c326da2e8d62ed8f0094790f2c6d3ee5903b9e559c01a75b,D52_A207,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,16
ff0051482358e01001d1246bb498f870e6d501db633a9bde9e805ab3e88f8519,D52_A312,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,16
ff231878eeb47b25a16ade954b2542fe8f7af30bddf251c85d22e8929a5cd9e5,D52_A348,"lowest numeric (donor_number, acceptor_number)",False,False,True,True,12
ff4f9eb086932b21bd2a721557976d32feedd089599e45713af34337ef533d0b,D41_A376,"lowest numeric (donor_number, acceptor_number)",False,True,True,True,13
